,popgrowthregpred1620
99,0.02162844901727876
100,0.016004556551571028
101,0.01093562514451779
102,0.019038565133176918
103,0.013578697145639161
104,0.011744312164471409
105,0.018987943113956858
106,0.020671396565315543
107,0.008973905501145827
108,0.007924099314220863
109,0.01822168852575844
110,0.020353828618410282
111,0.018148827856301286
112,0.008167361300999047
113,0.01715833130017056
114,0.012086122065738744
115,0.012575155086110089
116,0.01877949645554777
117,0.01286184301812893
118,0.015956949325064744
119,0.022907411379048254
120,0.0202877214149359
121,0.01341068887024042
122,0.01410015149457601
123,0.017833168476554907
124,-0.0006749090379550515
125,0.018923066430807406
126,0.016513761541717176
127,0.016045840836903313
128,0.012515341742033989
129,0.0048167135526233015
130,0.02105916038296134
131,0.019033883555141958
132,0.010851333402489694
133,0.017645909120174334
134,0.006543673472393738
135,0.009924884130125976
136,0.02110457827763214
137,0.001161733127101364
138,0.01901719842263119
139,0.012974950596785526
140,0.018797823377826907
141,0.0159063630672483
142,0.003889630683990639
143,0.019974962176682143
144,0.01961670031970012
145,0.012563361088503882
146,0.008346152674366792
147,0.01702084483879323
148,0.021179577767039257
149,0.013091304560859739
150,0.017727933323851208
151,0.017206370096583753
152,0.01405115030106793
153,0.021955381149978172
154,0.016995851689385194
155,0.01679617519932737
156,0.019177034422784855
157,0.020600846286074535
158,0.01978787664901861
159,0.019111017078972507
160,0.019348029696495957
161,0.012008826649233308
162,0.015785029162079085
163,0.011254772347258316
164,0.014482180684215777
165,0.017120842527038105
166,0.019946922933305144
167,-0.00024947300836276377
168,0.020497027221109982
169,0.004562932529911721
170,0.013566931197076658
171,0.02187003659596455
172,0.01905178955443804
173,0.019856305114330442
174,0.019662041540611283
175,0.022149830951588383
176,0.009370789959228784
177,0.018214392508838533
178,0.017320909071192485
179,0.021874646495201256
180,0.01886933527874141
181,0.0180277936316972
182,0.014638652882460057
183,0.011424971471789107
184,0.0190461353460566
185,0.02180794666155821
186,0.019146113933740716
187,0.01926330457377612
188,0.00956228124475029
189,0.01979324401562964
190,0.017757565212341564
191,0.008572783095364106
192,0.015157250408715982
193,0.012738429459942559
194,0.012039623477502362
195,0.013133489247575746
196,0.0031076069578074217
197,0.0014471962424580961
198,0.01772867643898374
199,0.017376620779555756
200,0.010874003071538619
201,0.022432713882309465
202,0.006784892968515502
203,-0.004208058047989527
204,0.011327304397891364
205,0.0004908535250150527
206,0.013112088656841577
207,0.004824342012120699
208,0.024398913764990586
209,0.003567434885147135
210,0.01030666940411717
211,-0.010744058171887779
212,-0.00726062768988519
213,-0.005117745803698277
214,0.009765132674786408
215,-0.009377387295938592
216,0.024439093340812842
217,0.0021487672526218624
218,0.02095806136840743
219,-0.017796568438890444
220,0.002224519120495414
221,-0.004807973957144495
222,0.0017992170204801496
223,-0.018809195967712803
224,0.014627678123288721
225,-0.002724705446134135
226,0.01496964506486821
227,0.007041972463153707
228,0.00598571694547634
229,0.025692653534258342
230,-0.006433162437452197
231,-0.0007374188657861443
232,0.0003566661232711799
233,0.026600337412182148
234,0.022442643723726743
235,-0.006519377468207272
236,-0.006825321952067249
237,0.008488907029679187
238,-0.01390339949130038
239,-0.00825117255490758
240,-0.0022819161602152826
241,-0.004973872970892179
242,0.011001752114669416
243,-0.0015004469190598756
244,-0.004101980309419186
245,0.0030475511809298418
246,-0.0073715111515098705
247,0.011830838549563242
248,0.0027750213719915885
249,0.0061000961554846115
250,-0.003827478793822283
251,0.011108084700494687
252,0.005408382638723331
253,-0.01574998978859429
254,-0.011167578121648607
255,-0.008754127856654099
256,0.008688148402005654
257,0.012415172934018524
258,-0.014943958156924637
259,0.00846240103829335
260,0.00010938205118840161
261,-0.012544230020055294
262,0.0061931991642323
263,-0.0056464522601493245
264,-0.002918672937597868
265,0.04013953575077162
266,0.03804547547251915
267,0.04049254952260669
268,0.03832880297748406
269,0.03814775257508134
270,0.0381699680919216
271,0.039803560234128295
272,0.04001265803416021
273,0.03854156469699114
274,0.0383448765788941
275,0.039041153860278975
276,0.03956279743735237
277,0.03858258221926464
278,0.035841557887810786
279,0.03646921796881745
280,0.03867194265654407
281,0.008925525150793244
282,0.0002890137740945524
283,-0.011610896113473115
284,0.008496965784405154
285,0.024157720937971052
286,-0.00016583641931811912
287,0.022624428156948106
288,0.008332312316415324
289,0.005029046804400246
290,-0.000940204779979602
291,-0.0066301782430038345
292,0.024644539839769324
293,0.016152303174067757
294,0.008807587652201495
295,0.0008006231499612848
296,0.003352187035742266
297,-0.0011432771820453931
298,0.002453950999600322
299,-0.0032908187728318225
300,0.002190243561542293
301,0.0018279914431921546
302,0.005765670944043821
303,0.014992276416503721
304,0.00036781004762675046
305,-0.004407938590418355
306,0.01344909051857302
307,0.0035270755423878523
308,0.0015469160661887233
309,-0.005313312612029793
310,-0.008353418296071663
311,-0.0015740510387971165
312,0.009092594805796071
313,-0.0009059638028958234
314,0.008663938182767145
315,0.0009016907876733356
316,0.01692100609168118
317,0.004948272955466802
318,0.006228762367884876
319,0.006548615538989955
320,0.008072196900127589
321,0.01058240468966377
322,0.017422244082919546
323,0.009226604974573642
324,0.018317434752967387
325,-0.013662467445026891
326,0.024948103598295312
327,0.004741849117290896
328,0.016802495273812928
329,0.005528287044355075
330,0.01996049512302785
331,0.0051215854613090315
332,0.002112206231827023
333,0.009176906398216729
334,0.02554303157797407
335,0.0013174917920954056
336,0.024874611855823143
337,0.0067063808385361395
338,0.006271451746663891
339,0.024569839600239653
340,0.025094024562416474
341,0.002038234947745288
342,0.016987978328705865
343,0.0019832080896443876
344,0.021791944996424114
345,0.006419804454421783
346,0.025450647189955284
347,0.008489508095345615
348,0.005719278719230801
349,0.009276004509608795
350,0.02116981112868776
351,0.020724096347946058
352,0.017094418059342708
353,-0.004267418073612471
354,0.008919212720619438
355,-0.0012803971166856123
356,0.02334028003596141
357,0.0006471480121593636
358,0.004674829814606409
359,0.009831470169276262
360,0.020675758574083408
361,0.00872680699394886
362,0.0031629327262402036
363,0.021772309614601266
364,0.006148288318592144
365,0.005370723800175274
366,0.0249876641452011
367,0.01674678392983315
368,0.016174858432291845
369,0.01300420375861792
370,0.0004897882473295043
371,0.012099682676336957
372,0.01568630055335818
373,-0.00037737908498618807
374,0.0030624451436523452
375,0.017588294479148645
376,0.02099420411496504
377,0.020947601559627976
378,0.011070968904754081
379,0.011289352492550834
380,0.003842039149243039
381,0.0005898367173144535
382,0.0019721047054275754
383,0.0041071633619333995
384,0.015270842505913856
385,0.014472713856374723
386,0.020827596788540403
387,0.015463158878276342
388,0.0031077274552855517
389,0.014072288663428155
390,0.01595249683161327
391,0.0034111378221311646
392,0.0004633272154943
393,0.02139422952792838
394,0.025231280149959574
395,0.014712393183184007
396,0.00042817382846271017
397,0.018203662841315766
398,0.0025377587591875654
399,0.005907435799151496
400,0.01950407155803913
401,0.01141261250010672
402,0.00015676840588312176
403,0.02274936245747837
404,0.014586093622103342
405,0.014651464215026517
406,0.013651122235988074
407,0.013460368002972786
408,0.01562706068052694
409,0.014867519586547447
410,0.014699119309252889
411,0.021103520847385586
412,0.006668312508798669
413,0.021582147750956352
414,0.011015710239843629
415,0.022220796070002127
416,0.021056444330883904
417,0.018223557507260228
418,0.006179288820188369
419,0.018284589837344493
420,0.02212682676728593
421,0.02007469761450107
422,0.016944158617727877
423,0.008711786628257286
424,0.0069169830318319605
425,0.0030041742534336457
426,0.021865158406647555
427,0.01720668409512543
428,0.01228989056203456
429,0.002148345642423434
430,-0.0011773440382199097
431,0.020657580314983742
432,0.013249949294954811
433,0.017458870049867826
434,0.014090734919766703
435,0.0006424219950480178
436,0.017120341062603822
437,0.012499312053459903
438,0.010824122902695701
439,0.01702870474307603
440,0.021069881723176274
441,0.017504787269104847
442,0.01234840393644678
443,0.012493626545124878
444,0.015402173056721178
445,0.001799177495937252
446,0.013464640394399634
447,0.0008043664194579078
448,0.01823117343818894
449,0.01172362812535789
450,0.01338874286909119
451,0.008145230323931274
452,0.001825304409617145
453,0.014260453929093747
454,0.028739620236347047
455,0.014273402106353823
456,0.024655593502626118
457,0.015290430450721803
458,0.004319532720858022
459,0.027284017199412605
460,0.015434479130147935
461,-0.0004967395872043849
462,0.018029260196360218
463,0.010110426189216218
464,0.002749914911522584
465,0.0009145372464984315
466,-0.012522877740061214
467,0.018787291536005727
468,0.015877100916855635
469,0.011189124826322193
470,0.0004174200617920543
471,0.01600289977480435
472,0.006766617166735895
473,0.016345134258050863
474,0.01937972027943543
475,0.007937000968870123
476,0.0062873115611437585
477,0.0006279904889555351
478,0.014373786854672542
479,-0.012362932498370404
480,0.008725706069473947
481,0.003960449933821759
482,0.0012001731738219877
483,0.0032461136763615246
484,0.0075335394653438395
485,0.014353039330470808
486,-0.0020622508315975463
487,0.012585495176346793
488,0.010997312295997031
489,-0.0019609551394088186
490,0.01552503935726911
491,0.0009076310907665113
492,0.018829359934188255
493,-0.004821690641631099
494,0.023153246210120396
495,0.0029164729170015062
496,0.009809068037611201
497,0.025625443097791425
498,0.02654814540978089
499,0.015678347771881984
500,0.006514008907595432
501,0.0023371071993378047
502,0.02840802215614745
503,0.011776884208255413
504,0.0009909874684700618
505,0.005070545927426434
506,0.0021342080427377906
507,0.02736178155653668
508,0.014569963852720205
509,0.025114129775204698
510,0.009569819767072149
511,0.018497680572668308
512,0.019084332703920567
513,0.022577053934553386
514,0.011098142416876615
515,0.024663436167587805
516,0.019288994425191004
517,-0.006544373541947959
518,0.018334273345500095
519,0.02018653541883083
520,0.023753461799049566
521,0.021564830657528438
522,0.024550469909685107
523,0.02631456439035337
524,0.014864868271893431
525,0.008028061763641384
526,0.016150505836302356
527,0.016909134408233013
528,0.021182364903989757
529,0.02765429803352708
530,0.005558258730631258
531,0.0032134081165132926
532,0.019343171536963202
533,0.005993682932283783
534,-0.0037677908796793246
535,0.014930373196970612
536,0.008850733710181502
537,0.001789830073872916
538,0.012114174792628106
539,0.007614836018343822
540,0.012483046738714993
541,-0.0031542666686173917
542,-0.003781717952163585
543,0.023491685234937148
544,0.0013351379127189628
545,0.02431199848878215
546,0.007864504966353124
547,0.002039772821746398
548,0.011067710024619277
549,0.01745200384160249
550,0.022015753008536473
551,0.00507752839987781
552,0.033979842481441265
553,0.036598420446797314
554,0.0074161734626361255
555,0.004879341714079726
556,-0.0013300607357282336
557,0.014125920387873388
558,-0.005170003566382168
559,0.0027324642714260483
560,0.010736730801859181
561,-0.01285705497669156
562,-0.002269892901095672
563,0.0015708752034880075
564,-0.006570787686741507
565,0.008891921099230001
566,0.020811449613583357
567,0.0060785447983734585
568,-0.008387026281896588
569,0.039215223349268497
570,0.0016519196455020923
571,-0.007146485622624106
572,-0.0006718472219572552
573,0.001603178132406136
574,0.04072768860101298
575,0.0014474586792277634
576,0.007076150084166352
577,0.011031214137612757
578,0.002537952214858776
579,-0.002530188948686008
580,0.02364214781936867
581,0.020680723009638368
582,-0.003088416327571491
583,0.02447310139970262
584,-0.0038531947565179467
585,0.017957753754234442
586,-0.010053069765596938
587,-0.004373788286691134
588,0.004127700880362858
589,0.004143028163621877
590,-0.005166948562470657
591,0.02789840990215742
592,-0.007743396876894142
593,0.03366173923231421
594,0.018389683395027473
595,-0.0008310205493136533
596,0.022384770691590748
597,0.03480304687439071
598,-0.002016175316549538
599,-0.004493667397399528
600,0.04174003724448195
601,-0.010541365681608706
602,-0.00019908350829351014
603,0.023942860287884345
604,0.0022221573306715637
605,0.004631987454478103
606,0.003215360871484216
607,0.005353755922032307
608,0.0064711907882657425
609,0.016220432433923165
610,-0.01017391636378277
611,-0.00611298656858853
612,0.03913871543122465
613,0.01075192628029132
614,0.014234722782968513
615,0.007748832698783739
616,0.01948791963126494
617,0.003185938906908397
618,0.003698087306426426
619,-0.003907887967042402
620,9.259899920016381e-05
621,0.008329445553607874
622,7.965422764283775e-05
623,0.02392205041712236
624,0.03692279279025423
625,0.000684430229195804
626,0.001506724627451405
627,0.03763869166519541
628,0.03807626924221141
629,-0.0009935665745144564
630,0.006733924555473283
631,0.0361279818870716
632,-0.001608163525498555
633,0.020444363645556983
634,-0.009450121001431555
635,0.0190514046913683
636,-0.005104253506181728
637,0.009286822796536483
638,0.03276704458791683
639,0.002326458460593461
640,0.0024924228722447415
641,0.0010506544244683223
642,-0.005987253808117755
643,0.0012079905969156243
644,0.0034420908807390816
645,-0.005196441131018797
646,0.005864770151808537
647,-0.004742259261429207
648,0.004605221878944581
649,0.008241487122305076
650,0.03958019163273687
651,0.009014254135223517
652,0.002686358845293778
653,0.003347578907784137
654,0.011945414584500623
655,0.0033108258749839654
656,0.02134486223883306
657,0.041157395797992054
658,0.03635434014887403
659,3.9069328597475085e-05
660,0.034288922361833965
661,0.024305623557832827
662,0.02999929170548323
663,0.004089727072009927
664,0.04099261652096858
665,0.03955421559828653
666,0.045829654477484535
667,0.025876133928495665
668,0.037865680504075454
669,0.03551198334630133
670,0.03490853475423373
671,0.03437244452924932
672,0.026339858298597404
673,0.04052549313071386
674,0.04060933126033493
675,0.039513061128253715
676,0.00787478467539858
677,0.033371606283453516
678,0.04354332597850151
679,0.03997773244152296
680,0.03835106832552586
681,0.031582310073234206
682,0.027446437181970026
683,0.05079673638869523
684,0.041995937265847584
685,0.03817164763013122
686,0.03782940330082867
687,0.031875622678186034
688,0.037514685293277346
689,0.0252352360427691
690,0.043301500791879305
691,0.04123946690068632
692,0.03895811261868001
693,0.025783982259404745
694,0.03861252230756726
695,0.01985103822249626
696,0.013262621186221929
697,0.03460428041123448
698,0.03325213282254144
699,0.04096352391702049
700,0.03549954241283068
701,0.036915345400827054
702,0.03930625152512798
703,0.03368188118193345
704,0.013838301214073492
705,0.034934583520225056
706,0.03970685751152123
707,0.019934787218639692
708,0.04223353746528618
709,0.037136133266929175
710,0.026067259273653567
711,0.03169861944107309
712,0.03746242067710609
713,0.039281957869977006
714,0.04671676810020111
715,0.0394213131172987
716,0.028486084168479933
717,0.04167463957797169
718,0.02065617731938757
719,0.03686485298312816
720,0.03978567930247888
721,-0.005329624708001943
722,0.03510946676433138
723,0.03363528179147041
724,0.011705479615360304
725,0.03878259938545101
726,0.020611737338016325
727,0.029136381539862224
728,0.03792686705640315
729,0.033442953751795276
730,0.03609808688941529
731,0.04300116800179428
732,-0.0007038944406464324
733,0.009655403559380746
734,0.022765723688992937
735,0.01799855982970954
736,0.03875854422585398
737,0.00967399906274435
738,0.031009460529123227
739,0.04405377658155873
740,0.032343905786114
741,0.03148369639497783
742,0.03501706829067759
743,0.03300300564356531
744,0.029121041742173302
745,0.03330666993926004
746,0.04341081485022346
747,0.04270430642385601
748,0.0381350905091282
749,0.027806901750945023
750,0.042394248483637736
751,0.04364041119607748
752,0.006816831819710544
753,0.006891916540772565
754,0.03913420019779921
755,0.042828486293719936
756,0.038075214754118396
757,0.023902115666510373
758,0.04167026531283606
759,0.03663250044149506
760,0.0037670827479539676
761,0.03897215525828635
762,0.0038941849824808616
763,0.04420020144237923
764,0.03715304999539618
765,0.03574494146888638
766,0.0395055031848691
767,0.037636366840838834
768,0.009043989270820407
769,0.0363289425188267
770,0.041433465674985424
771,0.004783937745993234
772,0.004631806827613157
773,0.03930736896423346
774,0.0037604502184448324
775,0.041260641713180904
776,0.0373138521160158
777,0.03932816731737422
778,0.0036214474539152824
779,0.03596079796889911
780,0.030028997082844434
781,0.010383674247600465
782,0.002043858186691556
783,0.0023481492347741544
784,0.0012642549448683715
785,0.014235385464673683
786,0.015690978760819554
787,-0.0012023946091225624
788,0.015484093093579308
789,0.009597703078784046
790,0.015556653468170728
791,0.0110583817131458
792,0.005954584793980793
793,0.0011199214610987335
794,0.012852028228563081
795,0.012927809227719564
796,0.0022739635560745128
797,0.007092211220342133
798,-0.0005147942175477099
799,0.0016187156808891519
800,0.007747751497930026
801,0.010537695683989112
802,0.00309270757559839
803,-1.3120968818063375e-05
804,0.004805841160679698
805,0.02160893316020161
806,-0.0014624919778418563
807,-0.0010687333796833192
808,-0.0008804835957520404
809,0.009681102622128054
810,0.00024594243392963276
811,0.003182389416428389
812,0.003492835566790689
813,0.013002454983514733
814,0.009584851179954626
815,0.005670682787942636
816,-0.0005128990793954135
817,0.00014652945158148998
818,0.00841841781521426
819,0.0018560602050969612
820,0.00550437134447395
821,0.0038293476585426695
822,-0.0003621863884387753
823,0.022186265197130788
824,-0.0002981747398193614
825,0.006780861319751387
826,-3.592113000409461e-05
827,0.0029432143278954035
828,-0.0016950020456039752
829,0.0021951430066214596
830,0.008720175237516425
831,0.0029290169727325564
832,0.02594923556154705
833,0.02480193011995963
834,-0.0005834264573131501
835,0.02014742730508332
836,0.013612387304739498
837,0.0030485465685626658
838,0.004132303585676284
839,0.00750476914434505
840,0.00048217633988919634
841,0.01703809437396478
842,0.0015619985434717658
843,0.0012402259960487775
844,0.005230720797555972
845,0.006871761372683271
846,0.018892977905456004
847,0.0009505893588881561
848,0.016990385681439808
849,0.0207713865961366
850,0.004835228712182329
851,0.006492161121835787
852,0.00042532208130683437
853,0.006454315661815525
854,0.0007584733630274714
855,0.01895258553682986
856,0.020245498868144536
857,0.013469732485448199
858,0.0008833509939550051
859,0.009387201441736286
860,0.005721351927501694
861,-0.0014931768039668824
862,0.008389940937323457
863,0.006170454366543992
864,0.014530562399922297
865,0.004523757425982826
866,0.002782385453972723
867,0.001541509058053847
868,0.020564624502701405
869,0.0038901924615178957
870,0.014687312875847883
871,0.0026789562192397133
872,0.0004264192764006435
873,0.018456752197330104
874,-0.0018916258546684817
875,0.002182477424212127
876,0.008971869524063748
877,0.015353975045943442
878,0.0065044030647550925
879,0.0010425696225219213
880,0.010616415215609845
881,8.898100923713646e-06
882,0.021664503260865785
883,0.0030441229890105378
884,0.0013516692812365308
885,0.010619391342874804
886,0.02032254839295652
887,0.02048836031559133
888,0.02072761370410243
889,-0.0025571492072238413
890,0.006371066557049766
891,0.013005409737370284
892,0.022503102385080114
893,0.002556364116483838
894,0.01581121369624189
895,0.01606570633557361
896,0.015513607573998637
897,0.019164451757749865
898,0.008704169375245513
899,0.02594994968824075
900,0.022700520452886695
901,0.02761846285058128
902,0.019134320159250186
903,0.0045012525127634245
904,0.02422396370042496
905,0.021025286710102096
906,0.013182688725264138
907,0.00902838523843074
908,0.015152536433719565
909,0.006091715670190279
910,0.02303002801524246
911,0.02835839862843329
912,0.005597352370472374
913,0.023826517450163644
914,0.009415171263609221
915,0.014586911627833602
916,0.012626828724558314
917,0.01854786337611289
918,0.0073227304638832135
919,0.017839105980007822
920,0.015531982919162633
921,0.026343837138057827
922,0.02685301557492526
923,0.02364969826806783
924,0.022349649531539294
925,0.003393739767723397
926,0.01471890544098525
927,0.023544759864239817
928,0.004809411696449933
929,-8.590328628614061e-05
930,0.009208791669222881
931,0.012810226734514428
932,0.007952632730688896
933,0.014152512681793112
934,0.02489957231238755
935,0.01719784393401356
936,0.004658196583734553
937,0.014149161133759995
938,0.00581588537362856
939,-0.0008999495759435235
940,0.0036365821355744243
941,0.007891575473184916
942,0.009798414044976292
943,0.023209730743337452
944,0.010668364169917718
945,0.009343150869211137
946,0.02896345928952985
947,0.00281925546478884
948,0.00023214278280042278
949,-0.005130536236257768
950,0.024284957672993056
951,0.01834698719408985
952,0.021259461007776752
953,0.010502922896503064
954,0.006139142007564798
955,0.023922030117986097
956,0.02888161256691725
957,0.010565668598268484
958,0.026907291727433693
959,0.014501915104807384
960,0.014477424331237953
961,-0.005303585938188098
962,0.0006645067912028442
963,0.01757764348054514
964,0.027986048754499334
965,0.02302854854409594
966,0.003414104103897782
967,0.02242424563981875
968,0.01097093081843502
969,-0.008321369403083378
970,0.004214398620661476
971,0.027174374639307313
972,0.021672506918609592
973,-0.0023899950188170692
974,-0.003237764490213545
975,0.01342022442450428
976,-0.0021507462216219385
977,0.024287254467913518
978,0.005497274457582183
979,0.02543641161382146
980,0.0033087074289779197
981,-0.004717411107609791
982,0.005668958928923675
983,0.00269802110935835
984,0.027433590480121388
985,0.021036657507778528
986,-0.0018708854906504383
987,0.029215224548542584
988,-0.0031076165881476544
989,-0.005053208175602348
990,0.023564852141274843
991,0.023468623769358772
992,0.021432417441634575
993,0.015955212004264675
994,0.022680641313291148
995,0.024277219752866317
996,-0.0042009767148067
997,0.004156916919217261
998,0.0029527848318032773
999,0.01745169786451276
1000,0.0012329233449834764
1001,-0.0038775355474403857
1002,0.01542158016436254
1003,0.016778995551808666
1004,-0.00045603131731123504
1005,0.0004537992096096988
1006,0.010801469047201225
1007,0.01569140471963382
1008,0.0003204602244671502
1009,0.013156718722745604
1010,-0.0010893887988601325
1011,0.022875361825862812
1012,0.0012307470684083171
1013,0.012909027225253509
1014,-0.003681104147153829
1015,-0.002644663089418262
1016,-0.0005924904762620835
1017,-0.0009857185718718292
1018,0.016603867342973155
1019,-0.0058810359886385735
1020,0.017772866106828877
1021,0.0007304673807538748
1022,0.014194539497718508
1023,0.009671293205061694
1024,0.0002528529536014493
1025,0.004284250662293233
1026,-0.0006774175048654945
1027,0.018043643075622024
1028,0.0007504255798265144
1029,-0.00685198398972747
1030,0.006827726301507199
1031,-0.004214020645643661
1032,-0.0013708661700211988
1033,0.0033992552612014154
1034,-0.0024894188299351156
1035,0.004911584298940899
1036,0.018206235541651482
1037,0.007742120676048933
1038,0.017567624863387907
1039,0.011318367623254156
1040,0.02026465482631948
1041,0.02393941175568318
1042,0.01992888271307129
1043,0.00180495672328414
1044,-0.0012966628944587717
1045,-0.0008415040304830052
1046,-0.004644565303317657
1047,-0.003793013629913286
1048,0.0005936863544694341
1049,0.0052868861951959265
1050,-0.0024965758371286047
1051,-0.0024711942599326565
1052,0.0022988838166232164
1053,-0.0018678789817691613
1054,0.021382189609495218
1055,0.009048933767096102
1056,0.008920823582710525
1057,0.0005580304625309946
1058,-0.0033054131758689805
1059,-0.0044355091050995695
1060,0.006660935439835411
1061,0.0021144744850229687
1062,-0.006292603014874348
1063,0.006501866961320348
1064,0.025712820182519674
1065,0.01380225869117135
1066,0.004001940665304739
1067,0.011745607612808344
1068,0.0017447545365159435
1069,0.009878437194962222
1070,0.0065609444777421574
1071,-0.0016241629376606318
1072,0.0058643994154658555
1073,-0.0019113159492976704
1074,0.004782189456505985
1075,-2.7511510754895356e-05
1076,0.025569281124639583
1077,0.0011210429183065233
1078,-0.004838347806349211
1079,0.0031894079546525133
1080,0.017859199284550438
1081,0.00898940401297869
1082,0.015064885109196574
1083,-0.0006256795836477898
1084,0.006777221483371278
1085,-0.0010518886773675396
1086,0.0042103840461685275
1087,0.010034984902870582
1088,0.009676781036411727
1089,-0.004680104956980327
1090,-0.005565399330990206
1091,-0.00023261882303815735
1092,0.0009250868736585435
1093,-0.002839089813611042
1094,-0.0019650590507310703
1095,0.002727508853721726
1096,-0.0032880582995129834
1097,-0.00601070489547616
1098,-0.004933790023739898
1099,0.0026035365653397104
1100,0.010343253460580962
1101,0.0035705349725232718
1102,0.0026245335388182943
1103,-0.005729766278124691
1104,0.020441412982163825
1105,0.002635072093452583
1106,-0.004538041406775542
1107,-0.0015887971441917188
1108,0.0027598326613296285
1109,0.005849694717434696
1110,0.006201195523007234
1111,-0.004243368504260747
1112,0.01805214546243937
1113,0.0059294254576004604
1114,0.004357781607311621
1115,-0.0034873750873030736
1116,-0.00617846662874124
1117,-0.002468090782066236
1118,-0.002623031651435342
1119,-0.004531100451839216
1120,-0.003396164950095839
1121,0.0161799028202233
1122,0.00707754046024854
1123,0.007403937842990561
1124,-0.003102427815540455
1125,-0.004292504091574875
1126,-8.099769603676624e-05
1127,0.006599475237354621
1128,0.0025936006966728246
1129,-0.0013150729428890939
1130,-0.0012280614672581654
1131,0.017410683331303627
1132,0.003765429608337942
1133,0.013496162805525711
1134,0.001048651711720738
1135,-0.0068665795227470395
1136,-0.0006221919969493115
1137,-0.0035263942796881
1138,0.013189816669530074
1139,-0.002428019375934741
1140,0.014740547060353505
1141,-0.0029138871884037644
1142,0.003997413099921747
1143,0.0013896010498829748
1144,-0.003615565293786521
1145,0.0008594857682813076
1146,0.00037543417410701967
1147,0.015771185857852008
1148,-0.005198764699743125
1149,-0.0014790335184503979
1150,0.0072491537742877254
1151,-0.0008320474340376652
1152,-0.0012021294909468612
1153,-0.002945684683415081
1154,0.01910413748456481
1155,5.469751521280133e-05
1156,0.0020978510446958035
1157,-0.0045050134994852635
1158,-0.0018009488658739952
1159,0.0014705055469779165
1160,0.0008319222318033839
1161,-0.0011707751127149062
1162,-0.0012980782584174492
1163,0.010366957257916365
1164,0.0007148081045854498
1165,-0.005512946206088847
1166,0.0025581794170349815
1167,0.0025585402178177883
1168,0.008784391176566108
1169,-0.002886899974859955
1170,-0.0032229024862071545
1171,0.009638798868245483
1172,-0.0016252729270093882
1173,0.0017172259051732193
1174,0.013616871369636178
1175,0.012493216123194581
1176,-0.0014514865286829753
1177,-0.0032769995471850256
1178,-0.006588028461774274
1179,-0.00033631169153618416
1180,-0.005712662637637969
1181,0.02279923943709496
1182,0.009347077862485492
1183,-0.007265166210740158
1184,-0.0001135572749794163
1185,0.013234270869226725
1186,0.0012987434584853684
1187,0.015933525846035648
1188,-0.0010466648733627264
1189,-0.00016135141679513197
1190,-0.002792300340385015
1191,-0.003870255853272465
1192,-0.001665608515078263
1193,-0.004870709766144675
1194,-0.00016811295372618423
1195,0.017252799995408158
1196,-0.0027154713723095926
1197,0.003677746138513648
1198,-0.0015775805977102755
1199,0.0033693183079807603
1200,-0.0026614814056986247
1201,-0.0058292920462776785
1202,0.010849152140311829
1203,-0.0002851928196135725
1204,0.010501082533086459
1205,-0.004577587772011979
1206,-0.0031442534138645924
